公司名称,关闭时间,成立时间,产品简介,行业,地点,获投状态,存活天数,logo,行业标签,关闭原因
网联动力,2020-04-07,2017-04-01,网联动力是一家闭环产业链贸易金融的专业公司，以核心企业为切入点，为其上、下游供应商和客户提供银行卡收单业务，为其核心企业主营网站提供互联网支付通道，凯付自创立至今，可以为合作伙伴提供创新、便捷、稳定、专业的支付解决方案。,金融,广东,不明确,1102,https://cdn.itjuzi.com/images/f394b4c9e0ff48aa589a598fca8b6f86.png,Fintech金融科技、金融、支付、金融信息化、金融服务平台、互联网金融、银行、收单业务、企业支付,市场伪需求、融资能力不足
投资超人,2020-04-07,2016-01-01,"投资超人，是由顶级操盘手领投，投资者跟投享有保底和超额收益的合伙共赢平台，是国内首家创新型互联网金融证券合买服务平台。平台力求通过先进的互联网技术手段解决股票市场的资源匹配、投资者需求撮合等行业痛点,为股票证券市场优秀操盘手和普通投资人搭建一个合法、可信赖、专业化、有有保障的“股票合买”社区平台。",金融,广东,尚未获投,1558,https://cdn.itjuzi.com/images/9621fb8d2cf9276afce37d7d09232be6.jpg,Fintech金融科技、资产证券化、解决方案、金融、股票、金融媒体及社区、咨询服务、证券、投资理财,政策监管、法律法规风险
凡象,2020-04-07,2012-03-01,凡象是一个网店托管服务企业，为网商提供一站式的电子商务服务，服务内容涵盖：网店托管，产品代理，客服外包，网络渠道建立，网店建设及运营，营销及推广等方面。,电子商务,浙江,不明确,2959,https://cdn.itjuzi.com/images/archive/8479.jpg,企业服务、电子商务、电商解决方案、行业信息化及解决方案、电商支撑服务、销售与营销,行业竞争
信融通盛,2020-04-07,2011-06-01,信融通盛是一家从事金融行业的互联网公司。公司致力于借贷担保运作的P2P借贷平台的建设以及推广。目前公司的主要业务是线上平台的建设以及线下渠道的整合拓展，公司旗下每天美贷是一个网络借贷担保平台。,金融,广东,尚未获投,3233,https://cdn.itjuzi.com/images/7d81ce289591c9205851a9891eb4e8e8.png,P2B借贷、社会化投资、金融、金融媒体及社区、借贷、借贷平台、综合金融服务,政策监管、法律法规风险
致优教育,2020-04-07,2015-03-01,致优教育是一家专注于K12阶段课外辅导市场的1对1辅导业务平台，为学生提供O2O教育辅导，隶属于北京博学致知信息技术有限公司。,教育,北京,A轮,1864,https://cdn.itjuzi.com/images/bb623bd984878d38d84cec0e6461fd5a.jpg,家教辅导、教育、K12、K12教育、家教、泛教育、教育技术服务,商业模式匮乏、行业竞争
百袖,2020-04-07,2016-11-01,百袖是一家设计、生产、专卖、代加工为主服装企业，旗下设服装设计中心、服装纸样中心 、面料辅料检测中心 、裁剪车间、缝制车间、熨烫车间、质检车间、后处理车间、产品库房、物流中心 、品牌运营中心、市场策划中心等十二个部门，隶属于上海景芷企业管理有限公司。,电子商务,上海,不明确,1253,https://cdn.itjuzi.com/images/ab467c0a93cbba8a7f8b7d815edbd45a.png,垂直电商、设计及创意、电子商务、服装服饰、服装鞋帽、品牌营销、穿、设计师品牌,烧钱、营销不足、行业竞争
沟通未来,2020-04-07,2017-05-01,"广州沟通未来是一家预制型聚氨酯跑道生产商，专注于从事体育运动设施的研发与设计，旗下自主研发的Module-X预成型模块化运动场地可反复拆卸迁移，具有免养护、低造价、易维护等特点。
",体育运动,广东,尚未获投,1072,https://cdn.itjuzi.com/images/abc12a5fb2f74a99d96e5b591359d0d7.png,新材料、体育运动、体育设施及场馆、体育、橡胶制品、安装服务、材料、高分子材料,融资能力不足、行业竞争
自在动漫,2020-04-07,2018-01-01,自在漫画是一款手机漫画观看app，大量热门经典漫画自由看，包括传世级经典、创新画风等类型，多位合作作者原创作品，同步更新不断档，热门题材、多次元风格。属于深圳自在天科技有限公司旗下产品。,文娱传媒,广东,尚未获投,827,https://cdn.itjuzi.com/images/423ae0f49d9e0393d3fefe0559fbebf4.png,动漫、文娱传媒、阅读平台、漫画制作、互联网漫画,烧钱、融资能力不足、行业竞争
千真优农,2020-04-07,2015-02-01,千真优农是一款农户服务app。专注于原产地农户直供，千真优农取义于【寻遍千里，只为优品】，致力于寻找中国最优质的原产地农产品，让我们的家人不再担忧市场购买农货的真实性，不必在网上参差不齐的农货中费心挑选。,农业,云南,尚未获投,1892,https://cdn.itjuzi.com/images/f35d8a6488f27a3db6c5e3c7210c7059.png,农产品、农业信息化,商业模式匮乏
永利专业随身,2020-04-07,2017-05-01,"永利专业随身一款新型移动计算器。 它是Android上的科学图形计算器和功能绘图仪.。它允许实时编辑数学公式，并结合高精度的计算。主要功能：科学计算的验证，记录和重复使用 ；支持所有常用的数学运算 ；数学表达式以直观且自然可读的形式编写 。是深圳市赛睿科科技有限公司旗下的产品。
",工具软件,广东,尚未获投,1072,https://cdn.itjuzi.com/images/86821042d88f0b9ffce5382d22742dc3.png,工具软件、其他工具、计算机视觉与图像、智能计算、日常应用、计算器,烧钱、融资能力不足、行业竞争
凌启网络科技,2020-04-07,2017-04-01,凌启网络科技是一个APP开发商。专为大学生打造任务制的就业创业平台，结合线上线下，注重大学生专业能力发挥的优选任务类别，实现发挥专长+职场赋能双重功效，对接多家风险投资机构和创业孵化园区，首创见习合伙人机制，从就业帮扶跨入创业帮扶。,企业服务,浙江,天使轮,1102,https://cdn.itjuzi.com/images/7b333c522885547320db1685a2dc886f.png,创业服务、APP、开发商、大学生就业、孵化服务,烧钱、行业竞争
深圳香蕉出行,2020-04-07,2017-04-01,深圳香蕉出行是一家新能源汽车共享汽车出行服务商，立足于广州服务，专注于提供新能源汽车的共享汽车出行服务，隶属于深圳市香蕉出行科技有限公司。,汽车交通,广东,尚未获投,1102,https://cdn.itjuzi.com/images/60bca63b2ec1626b4b400823ff478b66.jpg,共享经济、汽车交通、交通出行、新能源汽车、共享出行、出行服务、共享汽车、行,烧钱、行业竞争
迈博国际,2020-04-07,2017-07-01,迈博国际是一家以养生保健、健康服务于一体的综合服务平台。专注于建立以万人社区为主的旗舰服务中心，将中医中药健康保健食膳调理等带给千家万户。,医疗健康,广东,尚未获投,1011,https://cdn.itjuzi.com/images/31f395e80dbfc8a9ba4d85fd3d208e11.png,诊所、中医、医疗健康、医生服务、健康保健、健康养生、中医理疗、养生保健、中药材、健康养老、医疗机构、患者服务、中医诊所,烧钱、行业竞争
阿米人,2020-04-07,2015-06-01,阿米人是一家销售零食干果的网络商城，产品有坚果世界、新鲜水果、地方特产、休闲零食、名贵花茶等。,电子商务,广东,尚未获投,1772,https://cdn.itjuzi.com/images/425a5e2311850369908ac8747b264e76.png,电子商务、生鲜食品、零食、蔬菜水果、吃、零食品牌,烧钱、融资能力不足、行业竞争
壹书会,2020-04-07,2015-02-01,壹书会是一个在线阅读平台，整合了传统的媒体媒介、电脑浏览、手机应用、微信平台等各种沟通渠道及工具，消费者可以方便地利用各种电子设备进行消费体验，享受“免费悦读”的乐趣。,文娱传媒,山西,尚未获投,1892,https://cdn.itjuzi.com/images/3f2801c5425ff956d63842b4e89e5175.png,媒体及阅读、文化娱乐、阅读平台、阅读与出版、媒体工具,烧钱、融资能力不足、行业竞争
Guten,2020-04-03,2018-04-01,"Guten是一个区块链数字内容生态系统，帮助用户建立知识产权保护机制，提供去中心化的存储系统避免外力对数字内容的干扰，同时利用内容分发与传播体系将内容创造与经济激励相结合，形成生产者激励模式和新的传播模式，并可以在谷腾上建立各种相关的DAPP。
",区块链,北京,战略投资,733,https://cdn.itjuzi.com/images/0567077a8e6add78bed14f543f02a10d.png,区块链、知识产权服务、区块链行业应用,烧钱、融资能力不足、行业竞争
齐天下,2020-04-03,2011-01-01,齐天下是一家由公益骑行团队发展而成的体育公司，以打造运营体育IP为核心，以骑行为链条跨界融合文化、旅游、教育等领域。齐天下经过多年沉淀，形成了体育+公益+旅游的庞大资源体系，目前有“南北大穿越”、“夜骑粤乐”、“跨年夜骑”等体育IP。,体育运动,广东,尚未获投,3380,https://cdn.itjuzi.com/images/a57a2b0562495c73407777531e5e4d20.png,骑行、体育运动、大众健身、户外及极限运动、文娱传媒、体育、体育IP、公益骑行、体育衍生品、体育旅游,现金流断裂、行业竞争
都返网,2020-04-03,2018-05-01,都返网是一个提供免费试用、精品推介、折扣、团购和分享的担保式电商导购网站，用户可以通过参加好玩有趣的商家攻略任务，领取高达95%的超高购物返利，享受省钱省心又有趣的网购体验。简单好玩的超级返利平台。,电子商务,上海,尚未获投,703,https://cdn.itjuzi.com/images/192e32998da650e721e8524e39a7dc5e.png,团购、电子商务、导购返利、试用平台、电商经营模式、返利/折扣/优惠,烧钱、融资能力不足、行业竞争
teeyoo天域纵横,2020-04-03,2013-04-01,天域纵横是一家互联网产业研发与生产的科技企业，致力于算法和信息流控制技术，提供信息采集、信息整理、语义分析、信息匹配、信息推荐、任务分派、流程控制等现代企业办公的智能处理平台。,企业服务,北京,尚未获投,2559,https://cdn.itjuzi.com/images/7ae0434044a6a6fce22b3fd4d9617a37.png,商户服务、办公OA、数据分析、数据挖掘、大数据技术、大数据服务,产品入场时机、烧钱、行业竞争
职业链,2020-04-03,2017-12-01,职业链是一个区块链职业信用平台，基于区块链去中心化协议所建立的虚拟数字货币挖矿平台，定位于区块链行业的“领英 LinkedIn”，在二级市场将以代币CTE的形式存在，借用区块链分布式、可信任、不可篡改、智能合约来记录职业相关的数据，主要应用于海外市场。,区块链,广东,天使轮,854,https://cdn.itjuzi.com/images/4ce9e69d0683cd1a11b5a9988c40a229.png,数据服务、数据分析、区块链、信用评估、大数据技术、智能合约、数字货币、区块链应用、区块链应用技术、区块链行业应用、虚拟数字货币、数字货币挖矿产业、区块链数据服务、大数据服务,
钱牛牛,2020-04-02,2014-01-01,钱牛牛(此前叫钱生钱)是一个主打组合理财及投资的移动金融应用，通过组合投资、一键理财，为用户智能的匹配理财资金，主打8%-12%年收益产品。隶属于深圳市钱生钱互联网金融服务有限公司。,金融,上海,B+轮,2283,https://cdn.itjuzi.com/images/a0774d9884e62eb0c416b782a30f2aae.png,房贷、金融超市、财富管理、金融、理财、房产金融、借贷、理财平台、连续获投、大公司创业、投资理财、综合金融服务、贷款超市、智能金融,政策监管、法律法规风险
星点百科,2020-04-02,2018-08-01,星点百科是一款在线教育学习平台，平台中的课程覆盖幼教、小学、初中、高中甚至大学在内的学科，老师直播授课，线下老师辅导，更有考试练习等功能，还有各类考试考研学习笔记、讲义等资料发布，为用户提供全方位成长教育的解决方案，隶属于青岛星点百科教育有限公司旗下。,教育,山东,尚未获投,610,https://cdn.itjuzi.com/images/866180b63e3a92b5e974ae4ead6c5a51.png,云笔记、解决方案、教育、教育综合服务、高等教育、在线学习、考试培训、教育直播、泛教育、线下早幼教,烧钱、融资能力不足、行业竞争
